SetName,Cycle,Time_S,Temperature,XSize_um,YSize_um,XDisplacement_um,YDisplacement_um,XForce_mN,YForce_mN
FirstImage,1-Preload,0,36.5,7000,7000,0,0,0.1,1.1
FirstImage,1-Stretch,0.42,36.5,7000,7000,0,0,0.1,-1.1
FirstImage,1-Stretch,1.42,36.5,7000,7000,0,0,0.1,-1.1
FirstImage,1-Recover,1.44,36.5,7000,7000,0,0,0.1,-1.1
PreconditioningA,1-Preload,2.43,36.5,7000,7000,0,0,0.1,-0.4
PreconditioningA,1-Preload,2.5,36.5,7000,7000,0,0,0.1,1.9
PreconditioningA,1-Preload,2.56,36.5,7000,7000,0,0,0.1,1.1
PreconditioningA,1-Preload,2.63,36.5,7000,7000,0,0,0.1,-0.4
PreconditioningA,1-Preload,2.7,36.5,7003,7003,3,3,-2.1,5.6
PreconditioningA,1-Preload,2.76,36.5,7008,7003,8,3,-4.4,2.6
PreconditioningA,1-Preload,2.83,36.5,7014,7006,14,6,0.1,-4.1
PreconditioningA,1-Preload,2.9,36.5,7018,7011,18,11,6.9,-13.8
PreconditioningA,1-Preload,2.96,36.5,7018,7013,18,13,-0.6,-1.9
PreconditioningA,1-Stretch,3.03,36.5,7018,7013,0,0,0.1,0.4
PreconditioningA,1-Stretch,3.1,36.5,7027,7020,9,7,2.4,-1.9
PreconditioningA,1-Stretch,3.16,36.5,7034,7027,16,14,0.1,1.9
PreconditioningA,1-Stretch,3.23,36.5,7043,7036,25,23,0.9,0.4
PreconditioningA,1-Stretch,3.3,36.5,7051,7045,33,32,0.1,1.1
PreconditioningA,1-Stretch,3.36,36.5,7059,7052,41,39,0.1,1.1
PreconditioningA,1-Stretch,3.43,36.5,7067,7061,49,48,0.1,1.9
PreconditioningA,1-Stretch,3.5,36.5,7076,7069,58,56,1.6,1.1
PreconditioningA,1-Stretch,3.56,36.5,7084,7077,66,64,2.4,1.1
PreconditioningA,1-Stretch,3.63,36.5,7092,7086,74,73,0.9,1.9
PreconditioningA,1-Stretch,3.7,36.5,7099,7093,81,80,-1.4,7.8
PreconditioningA,1-Stretch,3.76,36.5,7107,7100,89,87,-4.4,9.3
PreconditioningA,1-Stretch,3.83,36.5,7115,7109,97,96,0.1,1.9
PreconditioningA,1-Stretch,3.9,36.5,7124,7117,106,104,0.1,1.9
PreconditioningA,1-Stretch,3.96,36.5,7131,7125,113,112,0.9,0.4
PreconditioningA,1-Stretch,4.03,36.5,7140,7133,122,120,1.6,2.6
PreconditioningA,1-Stretch,4.1,36.5,7149,7142,131,129,1.6,3.3
PreconditioningA,1-Stretch,4.16,36.5,7156,7149,138,136,1.6,2.6
PreconditioningA,1-Stretch,4.23,36.5,7165,7158,147,145,0.1,1.1
PreconditioningA,1-Stretch,4.3,36.5,7172,7167,154,154,2.4,1.9
PreconditioningA,1-Stretch,4.36,36.5,7179,7173,161,160,-3.6,6.3
PreconditioningA,1-Stretch,4.43,36.5,7188,7181,170,168,0.1,1.9
PreconditioningA,1-Stretch,4.5,36.5,7197,7190,179,177,0.9,2.6
PreconditioningA,1-Stretch,4.56,36.5,7204,7197,186,184,0.9,2.6
PreconditioningA,1-Stretch,4.63,36.5,7213,7206,195,193,0.1,1.1
PreconditioningA,1-Stretch,4.7,36.5,7222,7215,204,202,1.6,0.4
PreconditioningA,1-Stretch,4.76,36.5,7229,7222,211,209,2.4,1.9
PreconditioningA,1-Stretch,4.83,36.5,7238,7231,220,218,-0.6,3.3
PreconditioningA,1-Stretch,4.9,36.5,7246,7240,228,227,2.4,2.6
PreconditioningA,1-Stretch,4.96,36.5,7252,7246,234,233,1.6,0.4
PreconditioningA,1-Stretch,5.03,36.5,7261,7255,243,242,-0.6,1.9
PreconditioningA,1-Stretch,5.1,36.5,7270,7264,252,251,2.4,3.3
PreconditioningA,1-Stretch,5.16,36.5,7277,7271,259,258,2.4,2.6
PreconditioningA,1-Stretch,5.23,36.5,7286,7280,268,267,0.9,1.1
PreconditioningA,1-Stretch,5.3,36.5,7294,7288,276,275,1.6,3.3
PreconditioningA,1-Stretch,5.36,36.5,7302,7296,284,283,1.6,2.6
PreconditioningA,1-Stretch,5.43,36.5,7310,7304,292,291,0.9,3.3
PreconditioningA,1-Stretch,5.5,36.5,7319,7313,301,300,0.9,2.6
PreconditioningA,1-Stretch,5.56,36.5,7325,7321,307,308,0.9,2.6
PreconditioningA,1-Stretch,5.63,36.5,7334,7328,316,315,0.9,3.3
PreconditioningA,1-Stretch,5.7,36.5,7343,7337,325,324,1.6,1.9
PreconditioningA,1-Stretch,5.76,36.5,7350,7344,332,331,2.4,3.3
PreconditioningA,1-Stretch,5.83,36.5,7359,7353,341,340,0.9,3.3
PreconditioningA,1-Stretch,5.9,36.5,7367,7362,349,349,1.6,4.1
PreconditioningA,1-Stretch,5.96,36.5,7375,7369,357,356,0.9,4.1
PreconditioningA,1-Stretch,6.03,36.5,7383,7378,365,365,1.6,4.8
PreconditioningA,1-Stretch,6.1,36.5,7392,7387,374,374,2.4,3.3
PreconditioningA,1-Stretch,6.16,36.5,7400,7394,382,381,2.4,3.3
PreconditioningA,1-Stretch,6.23,36.5,7406,7402,388,389,3.1,1.1
PreconditioningA,1-Stretch,6.3,36.5,7415,7410,397,397,2.4,3.3
PreconditioningA,1-Stretch,6.36,36.5,7422,7418,404,405,2.4,2.6
PreconditioningA,1-Stretch,6.43,36.5,7431,7426,413,413,0.9,4.1
PreconditioningA,1-Stretch,6.5,36.5,7440,7435,422,422,1.6,4.1
PreconditioningA,1-Stretch,6.56,36.5,7447,7442,429,429,0.9,2.6
PreconditioningA,1-Stretch,6.63,36.5,7456,7451,438,438,0.9,4.1
PreconditioningA,1-Stretch,6.7,36.5,7465,7460,447,447,1.6,3.3
PreconditioningA,1-Stretch,6.76,36.5,7472,7467,454,454,3.1,2.6
PreconditioningA,1-Stretch,6.83,36.5,7480,7476,462,463,3.1,4.8
PreconditioningA,1-Stretch,6.9,36.5,7488,7483,470,470,3.1,5.6
PreconditioningA,1-Stretch,6.96,36.5,7496,7491,478,478,3.1,3.3
PreconditioningA,1-Stretch,7.03,36.5,7504,7500,486,487,2.4,4.1
PreconditioningA,1-Stretch,7.1,36.5,7513,7508,495,495,3.1,4.1
PreconditioningA,1-Stretch,7.16,36.5,7520,7516,502,503,1.6,4.8
PreconditioningA,1-Stretch,7.23,36.5,7529,7524,511,511,1.6,4.1
PreconditioningA,1-Stretch,7.3,36.5,7538,7533,520,520,2.4,4.8
PreconditioningA,1-Stretch,7.36,36.5,7545,7541,527,528,2.4,4.1
PreconditioningA,1-Stretch,7.43,36.5,7554,7549,536,536,2.4,4.1
PreconditioningA,1-Stretch,7.5,36.5,7561,7557,543,544,3.9,-11.6
PreconditioningA,1-Stretch,7.56,36.5,7568,7564,550,551,3.9,-1.9
PreconditioningA,1-Stretch,7.63,36.5,7577,7573,559,560,0.9,4.8
PreconditioningA,1-Stretch,7.7,36.5,7586,7582,568,569,3.1,4.1
PreconditioningA,1-Stretch,7.76,36.5,7593,7589,575,576,3.1,3.3
PreconditioningA,1-Stretch,7.83,36.5,7602,7598,584,585,2.4,4.1
PreconditioningA,1-Stretch,7.9,36.5,7610,7607,592,594,3.1,4.8
PreconditioningA,1-Stretch,7.96,36.5,7618,7614,600,601,4.6,4.1
PreconditioningA,1-Stretch,8.03,36.5,7626,7623,608,610,3.9,6.3
PreconditioningA,1-Stretch,8.1,36.5,7634,7630,616,617,3.1,6.3
PreconditioningA,1-Stretch,8.16,36.5,7641,7638,623,625,0.1,8.6
PreconditioningA,1-Stretch,8.23,36.5,7650,7646,632,633,3.1,4.8
PreconditioningA,1-Stretch,8.3,36.5,7658,7655,640,642,4.6,2.6
PreconditioningA,1-Stretch,8.36,36.5,7666,7662,648,649,3.9,4.1
PreconditioningA,1-Stretch,8.43,36.5,7674,7671,656,658,4.6,5.6
PreconditioningA,1-Stretch,8.5,36.5,7683,7680,665,667,3.9,4.8
PreconditioningA,1-Stretch,8.56,36.5,7690,7687,672,674,4.6,5.6
PreconditioningA,1-Stretch,8.63,36.5,7699,7696,681,683,2.4,5.6
PreconditioningA,1-Stretch,8.7,36.5,7707,7704,689,691,3.9,6.3
PreconditioningA,1-Stretch,8.76,36.5,7714,7710,696,697,4.6,7.8
PreconditioningA,1-Stretch,8.83,36.5,7722,7719,704,706,4.6,5.6
PreconditioningA,1-Stretch,8.9,36.5,7731,7728,713,715,3.9,6.3
PreconditioningA,1-Stretch,8.96,36.5,7738,7735,720,722,3.9,6.3
PreconditioningA,1-Stretch,9.03,36.5,7747,7744,729,731,3.9,6.3
PreconditioningA,1-Stretch,9.1,36.5,7756,7753,738,740,3.9,5.6
PreconditioningA,1-Stretch,9.16,36.5,7763,7760,745,747,3.1,6.3
PreconditioningA,1-Stretch,9.23,36.5,7772,7769,754,756,3.9,6.3
PreconditioningA,1-Stretch,9.3,36.5,7780,7777,762,764,3.9,6.3
PreconditioningA,1-Stretch,9.36,36.5,7786,7783,768,770,5.4,7.1
PreconditioningA,1-Stretch,9.43,36.5,7794,7792,776,779,6.9,7.1
PreconditioningA,1-Stretch,9.5,36.5,7803,7801,785,788,3.9,5.6
PreconditioningA,1-Stretch,9.56,36.5,7810,7808,792,795,4.6,5.6
PreconditioningA,1-Stretch,9.63,36.5,7819,7817,801,804,3.9,6.3
PreconditioningA,1-Stretch,9.7,36.5,7828,7825,810,812,3.9,6.3
PreconditioningA,1-Stretch,9.76,36.5,7835,7833,817,820,3.1,5.6
PreconditioningA,1-Stretch,9.83,36.5,7844,7841,826,828,3.1,7.8
PreconditioningA,1-Stretch,9.9,36.5,7853,7850,835,837,4.6,7.1
PreconditioningA,1-Stretch,9.96,36.5,7859,7857,841,844,4.6,7.8
PreconditioningA,1-Stretch,10.03,36.5,7867,7865,849,852,3.9,2.6
PreconditioningA,1-Stretch,10.1,36.5,7876,7873,858,860,4.6,6.3
PreconditioningA,1-Stretch,10.16,36.5,7883,7881,865,868,3.9,7.1
PreconditioningA,1-Stretch,10.23,36.5,7892,7889,874,876,5.4,7.1
PreconditioningA,1-Stretch,10.3,36.5,7901,7898,883,885,6.1,6.3
PreconditioningA,1-Stretch,10.36,36.5,7908,7905,890,892,6.1,6.3
PreconditioningA,1-Stretch,10.43,36.5,7917,7914,899,901,4.6,6.3
PreconditioningA,1-Stretch,10.5,36.5,7925,7923,907,910,4.6,7.1
PreconditioningA,1-Stretch,10.56,36.5,7933,7930,915,917,4.6,7.8
PreconditioningA,1-Stretch,10.63,36.5,7940,7938,922,925,3.9,-0.4
PreconditioningA,1-Stretch,10.7,36.5,7948,7946,930,933,5.4,0.4
PreconditioningA,1-Stretch,10.76,36.5,7956,7954,938,941,5.4,8.6
PreconditioningA,1-Stretch,10.83,36.5,7965,7962,947,949,5.4,8.6
PreconditioningA,1-Stretch,10.9,36.5,7973,7971,955,958,4.6,8.6
PreconditioningA,1-Stretch,10.96,36.5,7981,7978,963,965,4.6,8.6
PreconditioningA,1-Stretch,11.03,36.5,7989,7987,971,974,6.1,7.8
PreconditioningA,1-Stretch,11.1,36.5,7998,7996,980,983,5.4,7.8
PreconditioningA,1-Stretch,11.16,36.5,8005,8003,987,990,6.1,7.1
PreconditioningA,1-Stretch,11.23,36.5,8012,8012,994,999,6.1,9.3
PreconditioningA,1-Stretch,11.3,36.5,8021,8019,1003,1006,1.6,12.3
PreconditioningA,1-Stretch,11.36,36.5,8028,8027,1010,1014,5.4,9.3
PreconditioningA,1-Stretch,11.43,36.5,8037,8035,1019,1022,6.1,7.1
PreconditioningA,1-Stretch,11.5,36.5,8046,8044,1028,1031,7.6,9.3
PreconditioningA,1-Stretch,11.56,36.5,8053,8051,1035,1038,6.9,8.6
PreconditioningA,1-Stretch,11.63,36.5,8062,8060,1044,1047,6.1,9.3
PreconditioningA,1-Stretch,11.7,36.5,8070,8069,1052,1056,5.4,10.1
PreconditioningA,1-Stretch,11.76,36.5,8078,8076,1060,1063,6.1,8.6
PreconditioningA,1-Stretch,11.83,36.5,8087,8085,1069,1072,6.9,8.6
PreconditioningA,1-Stretch,11.9,36.5,8094,8092,1076,1079,6.1,7.8
PreconditioningA,1-Stretch,11.96,36.5,8102,8099,1084,1086,6.9,8.6
PreconditioningA,1-Stretch,12.03,36.5,8110,8108,1092,1095,6.9,9.3
PreconditioningA,1-Stretch,12.1,36.5,8119,8117,1101,1104,6.1,8.6
PreconditioningA,1-Stretch,12.16,36.5,8127,8124,1109,1111,6.9,10.1
PreconditioningA,1-Stretch,12.23,36.5,8135,8133,1117,1120,6.9,9.3
PreconditioningA,1-Stretch,12.3,36.5,8144,8141,1126,1128,6.1,10.1
PreconditioningA,1-Stretch,12.36,36.5,8151,8149,1133,1136,6.1,10.1
PreconditioningA,1-Stretch,12.43,36.5,8160,8158,1142,1145,6.9,10.1
PreconditioningA,1-Stretch,12.5,36.5,8168,8165,1150,1152,6.1,10.1
PreconditioningA,1-Stretch,12.56,36.5,8175,8172,1157,1159,7.6,9.3
PreconditioningA,1-Stretch,12.63,36.5,8184,8181,1166,1168,8.4,10.1
PreconditioningA,1-Stretch,12.7,36.5,8193,8189,1175,1176,8.4,10.8
PreconditioningA,1-Stretch,12.76,36.5,8200,8197,1182,1184,7.6,10.8
PreconditioningA,1-Stretch,12.83,36.5,8209,8205,1191,1192,7.6,11.5
PreconditioningA,1-Stretch,12.9,36.5,8217,8214,1199,1201,8.4,10.8
PreconditioningA,1-Stretch,12.96,36.5,8225,8221,1207,1208,8.4,11.5
PreconditioningA,1-Stretch,13.03,36.5,8233,8230,1215,1217,8.4,11.5
PreconditioningA,1-Stretch,13.1,36.5,8241,8239,1223,1226,6.9,12.3
PreconditioningA,1-Stretch,13.16,36.5,8249,8244,1231,1231,6.9,13
PreconditioningA,1-Stretch,13.23,36.5,8257,8253,1239,1240,7.6,10.8
PreconditioningA,1-Stretch,13.3,36.5,8266,8262,1248,1249,8.4,11.5
PreconditioningA,1-Stretch,13.36,36.5,8273,8269,1255,1256,8.4,12.3
PreconditioningA,1-Stretch,13.43,36.5,8282,8278,1264,1265,8.4,13
PreconditioningA,1-Stretch,13.5,36.5,8291,8286,1273,1273,9.1,10.8
PreconditioningA,1-Stretch,13.56,36.5,8298,8294,1280,1281,8.4,11.5
PreconditioningA,1-Stretch,13.63,36.5,8307,8302,1289,1289,8.4,9.3
PreconditioningA,1-Stretch,13.7,36.5,8315,8311,1297,1298,8.4,12.3
PreconditioningA,1-Stretch,13.76,36.5,8322,8317,1304,1304,8.4,13.8
PreconditioningA,1-Stretch,13.83,36.5,8331,8325,1313,1312,6.1,9.3
PreconditioningA,1-Stretch,13.9,36.5,8339,8334,1321,1321,11.4,16
PreconditioningA,1-Stretch,13.96,36.5,8347,8341,1329,1328,11.4,12.3
PreconditioningA,1-Stretch,14.03,36.5,8355,8350,1337,1337,10.6,13
PreconditioningA,1-Stretch,14.1,36.5,8364,8359,1346,1346,10.6,13.8
PreconditioningA,1-Stretch,14.16,36.5,8372,8366,1354,1353,12.1,13.8
PreconditioningA,1-Stretch,14.23,36.5,8380,8375,1362,1362,9.9,13
PreconditioningA,1-Stretch,14.3,36.5,8389,8383,1371,1370,10.6,13
PreconditioningA,1-Stretch,14.36,36.5,8396,8391,1378,1378,9.9,14.5
PreconditioningA,1-Stretch,14.43,36.5,8404,8398,1386,1385,9.1,25.7
PreconditioningA,1-Stretch,14.5,36.5,8413,8407,1395,1394,9.9,13.8
PreconditioningA,1-Stretch,14.56,36.5,8420,8414,1402,1401,12.1,14.5
PreconditioningA,1-Stretch,14.63,36.5,8429,8423,1411,1410,11.4,14.5
PreconditioningA,1-Stretch,14.7,36.5,8438,8432,1420,1419,10.6,13.8
PreconditioningA,1-Stretch,14.76,36.5,8445,8439,1427,1426,12.9,14.5
PreconditioningA,1-Stretch,14.83,36.5,8454,8448,1436,1435,11.4,14.5
PreconditioningA,1-Stretch,14.9,36.5,8462,8457,1444,1444,12.9,15.3
PreconditioningA,1-Stretch,14.96,36.5,8469,8464,1451,1451,11.4,15.3
PreconditioningA,1-Stretch,15.03,36.5,8477,8472,1459,1459,11.4,14.5
PreconditioningA,1-Stretch,15.1,36.5,8486,8481,1468,1468,13.7,16
PreconditioningA,1-Stretch,15.16,36.5,8493,8488,1475,1475,14.4,15.3
PreconditioningA,1-Stretch,15.23,36.5,8502,8497,1484,1484,13.7,16
PreconditioningA,1-Stretch,15.3,36.5,8511,8505,1493,1492,12.9,16
PreconditioningA,1-Stretch,15.36,36.5,8518,8513,1500,1500,13.7,16.8
PreconditioningA,1-Stretch,15.43,36.5,8527,8521,1509,1508,13.7,16
PreconditioningA,1-Stretch,15.5,36.5,8535,8530,1517,1517,13.7,14.5
PreconditioningA,1-Stretch,15.56,36.5,8542,8537,1524,1524,14.4,15.3
PreconditioningA,1-Stretch,15.63,36.5,8550,8545,1532,1532,12.1,20.5
PreconditioningA,1-Stretch,15.7,36.5,8559,8554,1541,1541,15.9,19
PreconditioningA,1-Stretch,15.76,36.5,8566,8561,1548,1548,15.2,19
PreconditioningA,1-Stretch,15.83,36.5,8575,8570,1557,1557,16.7,17.5
PreconditioningA,1-Stretch,15.9,36.5,8583,8578,1565,1565,15.2,18.3
PreconditioningA,1-Stretch,15.96,36.5,8591,8586,1573,1573,15.2,18.3
PreconditioningA,1-Stretch,16.03,36.5,8599,8594,1581,1581,15.9,18.3
PreconditioningA,1-Stretch,16.1,36.5,8608,8603,1590,1590,16.7,19
PreconditioningA,1-Stretch,16.16,36.5,8616,8611,1598,1598,17.4,18.3
PreconditioningA,1-Stretch,16.23,36.5,8623,8619,1605,1606,16.7,19
PreconditioningA,1-Stretch,16.3,36.5,8631,8626,1613,1613,17.4,16.8
PreconditioningA,1-Stretch,16.36,36.5,8639,8634,1621,1621,18.9,19.8
PreconditioningA,1-Stretch,16.43,36.5,8648,8642,1630,1629,17.4,20.5
PreconditioningA,1-Stretch,16.5,36.5,8656,8651,1638,1638,16.7,19.8
PreconditioningA,1-Stretch,16.56,36.5,8664,8659,1646,1646,18.2,19
PreconditioningA,1-Stretch,16.63,36.5,8672,8667,1654,1654,19.7,19.8
PreconditioningA,1-Stretch,16.7,36.5,8681,8676,1663,1663,19.7,21.2
PreconditioningA,1-Stretch,16.76,36.5,8688,8683,1670,1670,21.2,22
PreconditioningA,1-Stretch,16.83,36.5,8695,8692,1677,1679,21.2,21.2
PreconditioningA,1-Stretch,16.9,36.5,8704,8699,1686,1686,20.4,11.5
PreconditioningA,1-Stretch,16.96,36.5,8711,8707,1693,1694,19.7,21.2
PreconditioningA,1-Stretch,17.03,36.5,8720,8715,1702,1702,20.4,23.5
PreconditioningA,1-Stretch,17.1,36.5,8729,8724,1711,1711,21.2,22.7
PreconditioningA,1-Stretch,17.16,36.5,8736,8731,1718,1718,23.4,23.5
PreconditioningA,1-Stretch,17.23,36.5,8745,8740,1727,1727,24.2,22.7
PreconditioningA,1-Stretch,17.3,36.5,8753,8749,1735,1736,24.2,22.7
PreconditioningA,1-Stretch,17.36,36.5,8761,8756,1743,1743,24.2,24.2
PreconditioningA,1-Stretch,17.43,36.5,8768,8765,1750,1752,25.7,25.7
PreconditioningA,1-Stretch,17.5,36.5,8777,8771,1759,1758,25.7,27.2
PreconditioningA,1-Stretch,17.56,36.5,8784,8779,1766,1766,30.9,27.2
PreconditioningA,1-Stretch,17.63,36.5,8793,8787,1775,1774,29.4,25.7
PreconditioningA,1-Stretch,17.7,36.5,8802,8796,1784,1783,30.9,26.5
PreconditioningA,1-Stretch,17.76,36.5,8809,8803,1791,1790,33.2,25
PreconditioningA,1-Stretch,17.83,36.5,8818,8812,1800,1799,32.4,27.2
PreconditioningA,1-Stretch,17.9,36.5,8826,8821,1808,1808,34.7,25.7
PreconditioningA,1-Stretch,17.96,36.5,8834,8828,1816,1815,36.2,27.2
PreconditioningA,1-Stretch,18.03,36.5,8841,8837,1823,1824,37.7,28.7
PreconditioningA,1-Stretch,18.1,36.5,8850,8844,1832,1831,38.5,28
PreconditioningA,1-Stretch,18.16,36.5,8857,8851,1839,1838,40,27.2
PreconditioningA,1-Stretch,18.23,36.5,8866,8860,1848,1847,43,28
PreconditioningA,1-Stretch,18.3,36.5,8874,8868,1856,1855,44.5,29.5
PreconditioningA,1-Stretch,18.36,36.5,8882,8876,1864,1863,46.7,30.2
PreconditioningA,1-Stretch,18.43,36.5,8890,8884,1872,1871,50.5,30.2
PreconditioningA,1-Stretch,18.5,36.5,8899,8893,1881,1880,52,30.9
PreconditioningA,1-Stretch,18.56,36.5,8907,8901,1889,1888,54.2,31.7
PreconditioningA,1-Stretch,18.63,36.5,8913,8909,1895,1896,57.2,33.9
PreconditioningA,1-Stretch,18.7,36.5,8922,8918,1904,1905,59.5,32.4
PreconditioningA,1-Stretch,18.76,36.5,8930,8924,1912,1911,62.5,31.7
PreconditioningA,1-Stretch,18.83,36.5,8938,8933,1920,1920,67,31.7
PreconditioningA,1-Stretch,18.9,36.5,8947,8941,1929,1928,70,34.7
PreconditioningA,1-Stretch,18.96,36.5,8954,8949,1936,1936,74.5,34.7
PreconditioningA,1-Stretch,19.03,36.5,8963,8958,1945,1945,79,34.7
PreconditioningA,1-Stretch,19.1,36.5,8972,8966,1954,1953,85.1,35.4
PreconditioningA,1-Stretch,19.16,36.5,8979,8974,1961,1961,88.1,36.2
PreconditioningA,1-Stretch,19.23,36.5,8987,8982,1969,1969,92.6,39.2
PreconditioningA,1-Stretch,19.3,36.5,8995,8991,1977,1978,99.3,38.4
PreconditioningA,1-Stretch,19.36,36.5,9003,8996,1985,1983,100.1,39.2
PreconditioningA,1-Stretch,19.43,36.5,9011,9005,1993,1992,107.6,42.9
PreconditioningA,1-Stretch,19.5,36.5,9020,9014,2002,2001,117.4,40.6
PreconditioningA,1-Stretch,19.56,36.5,9027,9021,2009,2008,122.6,41.4
PreconditioningA,1-Stretch,19.63,36.5,9036,9030,2018,2017,130.2,44.4
PreconditioningA,1-Stretch,19.7,36.5,9045,9039,2027,2026,136.2,43.6
PreconditioningA,1-Stretch,19.76,36.5,9051,9046,2033,2033,144.4,45.9
PreconditioningA,1-Stretch,19.83,36.5,9059,9055,2041,2042,152,44.4
PreconditioningA,1-Stretch,19.9,36.5,9068,9063,2050,2050,161.7,45.9
PreconditioningA,1-Stretch,19.96,36.5,9075,9070,2057,2057,166.2,47.4
PreconditioningA,1-Stretch,20.03,36.5,9084,9078,2066,2065,179,49.6
PreconditioningA,1-Stretch,20.1,36.5,9093,9087,2075,2074,189.5,50.3
PreconditioningA,1-Stretch,20.16,36.5,9100,9094,2082,2081,200.1,51.1
PreconditioningA,1-Stretch,20.23,36.5,9109,9103,2091,2090,210.6,51.1
PreconditioningA,1-Stretch,20.3,36.5,9117,9112,2099,2099,222.6,51.8
PreconditioningA,1-Stretch,20.36,36.5,9124,9119,2106,2106,232.4,56.3
PreconditioningA,1-Stretch,20.43,36.5,9133,9128,2115,2115,244.4,54.8
PreconditioningA,1-Stretch,20.5,36.5,9142,9137,2124,2124,259.4,57.8
PreconditioningA,1-Stretch,20.56,36.5,9149,9143,2131,2130,271.5,59.3
PreconditioningA,1-Stretch,20.63,36.5,9158,9152,2140,2139,286.5,61.5
PreconditioningA,1-Stretch,20.7,36.5,9165,9160,2147,2147,302.3,60.8
PreconditioningA,1-Stretch,20.76,36.5,9172,9168,2154,2155,314.3,62.3
PreconditioningA,1-Stretch,20.83,36.5,9181,9177,2163,2164,331.6,64.5
PreconditioningA,1-Stretch,20.9,36.5,9190,9185,2172,2172,349.6,65.3
PreconditioningA,1-Stretch,20.96,36.5,9197,9193,2179,2180,363.9,68.3
PreconditioningA,1-Stretch,21.03,36.5,9206,9201,2188,2188,383.5,69
PreconditioningA,1-Stretch,21.1,36.5,9213,9209,2195,2196,400.8,73.5
PreconditioningA,1-Stretch,21.16,36.5,9220,9217,2202,2204,415,72.7
PreconditioningA,1-Stretch,21.23,36.5,9229,9225,2211,2212,436.1,76.5
PreconditioningA,1-Stretch,21.3,36.5,9237,9234,2219,2221,460.1,78
PreconditioningA,1-Stretch,21.36,36.5,9244,9241,2226,2228,478.2,80.9
PreconditioningA,1-Stretch,21.43,36.5,9253,9250,2235,2237,501.5,82.4
PreconditioningA,1-Stretch,21.5,36.5,9261,9259,2243,2246,525.5,84.7
PreconditioningA,1-Stretch,21.56,36.5,9267,9266,2249,2253,548.1,87.7
PreconditioningA,1-Stretch,21.63,36.5,9276,9275,2258,2262,571.4,89.9
PreconditioningA,1-Stretch,21.7,36.5,9284,9282,2266,2269,596.2,89.9
PreconditioningA,1-Stretch,21.76,36.5,9290,9290,2272,2277,615,95.1
PreconditioningA,1-Stretch,21.83,36.5,9298,9298,2280,2285,641.3,97.3
PreconditioningA,1-Stretch,21.9,36.5,9306,9307,2288,2294,664.6,101.1
PreconditioningA,1-Stretch,21.96,36.5,9311,9314,2293,2301,684.9,99.6
PreconditioningA,1-Stretch,22.03,36.5,9312,9323,2294,2310,700.7,103.3
PreconditioningA,1-Stretch,22.1,36.5,9312,9332,2294,2319,699.9,102.6
PreconditioningA,1-Stretch,22.16,36.5,9312,9339,2294,2326,696.2,104.8
PreconditioningA,1-Stretch,22.23,36.5,9312,9346,2294,2333,695.4,103.3
PreconditioningA,1-Stretch,22.3,36.5,9312,9355,2294,2342,692.4,104.8
PreconditioningA,1-Stretch,22.36,36.5,9312,9362,2294,2349,693.9,104.8
PreconditioningA,1-Stretch,22.43,36.5,9312,9371,2294,2358,692.4,106.3
PreconditioningA,1-Stretch,22.5,36.5,9312,9379,2294,2366,693.2,104.8
PreconditioningA,1-Stretch,22.56,36.5,9312,9387,2294,2374,691.7,105.6
PreconditioningA,1-Stretch,22.63,36.5,9312,9395,2294,2382,694.7,106.3
PreconditioningA,1-Stretch,22.7,36.5,9312,9404,2294,2391,694.7,108.5
PreconditioningA,1-Stretch,22.76,36.5,9312,9411,2294,2398,694.7,107
PreconditioningA,1-Stretch,22.83,36.5,9312,9419,2294,2406,698.4,96.6
PreconditioningA,1-Stretch,22.9,36.5,9312,9428,2294,2415,695.4,110
PreconditioningA,1-Stretch,22.96,36.5,9312,9435,2294,2422,696.9,110
PreconditioningA,1-Stretch,23.03,36.5,9312,9444,2294,2431,696.9,112.3
PreconditioningA,1-Recover,23.06,36.5,9312,9448,2294,2435,696.9,113
PreconditioningA,1-Recover,23.13,36.5,9303,9456,2285,2443,682.6,111.5
PreconditioningA,1-Recover,23.19,36.5,9296,9464,2278,2451,653.3,110
PreconditioningA,1-Recover,23.26,36.5,9287,9472,2269,2459,618.7,106.3
PreconditioningA,1-Recover,23.33,36.5,9278,9473,2260,2460,587.9,102.6
PreconditioningA,1-Recover,23.39,36.5,9271,9466,2253,2453,560.1,99.6
PreconditioningA,1-Recover,23.46,36.5,9262,9458,2244,2445,530,92.1
PreconditioningA,1-Recover,23.53,36.5,9254,9451,2236,2438,497.7,94.4
PreconditioningA,1-Recover,23.59,36.5,9246,9444,2228,2431,475.2,92.9
PreconditioningA,1-Recover,23.66,36.5,9238,9436,2220,2423,449.6,87.7
PreconditioningA,1-Recover,23.73,36.5,9231,9429,2213,2416,427.8,75.7
PreconditioningA,1-Recover,23.79,36.5,9223,9423,2205,2410,410.5,78.7
PreconditioningA,1-Recover,23.86,36.5,9214,9416,2196,2403,388.7,77.2
PreconditioningA,1-Recover,23.93,36.5,9206,9408,2188,2395,363.2,77.2
PreconditioningA,1-Recover,23.99,36.5,9198,9402,2180,2389,346.6,75.7
PreconditioningA,1-Recover,24.06,36.5,9190,9395,2172,2382,326.3,73.5
PreconditioningA,1-Recover,24.13,36.5,9182,9387,2164,2374,309.1,83.9
PreconditioningA,1-Recover,24.19,36.5,9175,9381,2157,2368,295.5,72
