SetName,Cycle,Time_S,Temperature,XSize_um,YSize_um,XDisplacement_um,YDisplacement_um,XForce_mN,YForce_mN
Hold,1-Hold,187.820,36.4,8935,11874,1934,4874,678.1,554.0
Hold,1-Hold,188.020,36.4,8935,11874,1934,4874,677.4,554.0
Hold,1-Hold,188.220,36.4,8935,11874,1934,4874,678.1,554.0
Hold,1-Hold,188.420,36.4,8935,11874,1934,4874,676.6,554.0
Hold,1-Hold,188.620,36.4,8935,11874,1934,4874,677.4,553.2
Hold,1-Hold,188.820,36.4,8935,11874,1934,4874,678.1,554.0
Hold,1-Hold,189.020,36.4,8935,11874,1934,4874,675.9,554.0
Hold,1-Hold,189.220,36.4,8935,11874,1934,4874,678.9,553.2
Hold,1-Hold,189.420,36.4,8935,11874,1934,4874,678.1,554.0
Hold,1-Hold,189.620,36.4,8935,11874,1934,4874,676.6,553.2
Hold,1-Hold,189.820,36.4,8935,11874,1934,4874,678.9,554.0
Hold,1-Hold,190.020,36.4,8935,11874,1934,4874,676.6,554.0
Hold,1-Hold,190.220,36.4,8935,11874,1934,4874,676.6,552.5
Hold,1-Hold,190.420,36.4,8935,11874,1934,4874,678.1,554.0
Hold,1-Hold,190.620,36.4,8935,11874,1934,4874,675.9,554.0
Hold,1-Hold,190.820,36.4,8935,11874,1934,4874,677.4,553.2
Hold,1-Hold,191.020,36.4,8935,11874,1934,4874,677.4,554.0
Hold,1-Hold,191.220,36.4,8935,11874,1934,4874,675.9,554.0
Hold,1-Hold,191.420,36.4,8935,11874,1934,4874,678.9,553.2
Hold,1-Hold,191.620,36.4,8935,11874,1934,4874,677.4,554.0
Hold,1-Hold,191.820,36.4,8935,11874,1934,4874,677.4,553.2
Hold,1-Hold,192.020,36.4,8935,11874,1934,4874,677.4,554.0
Hold,1-Hold,192.220,36.4,8935,11874,1934,4874,675.9,554.0
Hold,1-Hold,192.420,36.4,8935,11874,1934,4874,678.9,553.2
Hold,1-Hold,192.620,36.4,8935,11874,1934,4874,678.1,554.0
Hold,1-Hold,192.820,36.4,8935,11874,1934,4874,675.9,552.5
Hold,1-Hold,193.020,36.4,8935,11874,1934,4874,678.9,553.2
Hold,1-Hold,193.220,36.4,8935,11874,1934,4874,675.9,554.0
Hold,1-Hold,193.420,36.4,8935,11874,1934,4874,677.4,552.5
Hold,1-Hold,193.620,36.4,8935,11874,1934,4874,678.9,554.0
Hold,1-Hold,193.820,36.4,8935,11874,1934,4874,675.9,554.0
Hold,1-Hold,194.020,36.4,8935,11874,1934,4874,677.4,553.2
Hold,1-Hold,194.220,36.4,8935,11874,1934,4874,678.1,554.0
Hold,1-Hold,194.420,36.4,8935,11874,1934,4874,676.6,552.5
Hold,1-Hold,194.620,36.4,8935,11874,1934,4874,678.9,553.2
Hold,1-Hold,194.820,36.4,8935,11874,1934,4874,676.6,553.2
Hold,1-Hold,195.020,36.4,8935,11874,1934,4874,677.4,552.5
Hold,1-Hold,195.220,36.4,8935,11874,1934,4874,677.4,554.0
Hold,1-Hold,195.420,36.4,8935,11874,1934,4874,675.1,554.0
Hold,1-Hold,195.620,36.4,8935,11874,1934,4874,676.6,553.2
Hold,1-Hold,195.820,36.4,8935,11874,1934,4874,675.9,554.0
Hold,1-Hold,196.020,36.4,8935,11874,1934,4874,675.1,553.2
Hold,1-Hold,196.220,36.4,8935,11874,1934,4874,675.9,553.2
Hold,1-Hold,196.420,36.4,8935,11874,1934,4874,675.1,554.0
Hold,1-Hold,196.620,36.4,8935,11874,1934,4874,675.1,552.5
Hold,1-Hold,196.820,36.4,8935,11874,1934,4874,675.9,554.0
Hold,1-Hold,197.020,36.4,8935,11874,1934,4874,674.4,554.0
Hold,1-Hold,197.220,36.4,8935,11874,1934,4874,673.6,553.2
Hold,1-Hold,197.420,36.4,8935,11874,1934,4874,675.1,554.0
Hold,1-Hold,197.620,36.4,8935,11874,1934,4874,675.1,552.5
Hold,1-Hold,197.820,36.4,8935,11874,1934,4874,675.9,553.2
Hold,1-Hold,198.020,36.4,8935,11874,1934,4874,675.1,554.0
Hold,1-Hold,198.220,36.4,8935,11874,1934,4874,675.1,552.5
Hold,1-Hold,198.420,36.4,8935,11874,1934,4874,675.1,554.0
Hold,1-Hold,198.620,36.4,8935,11874,1934,4874,675.1,553.2
Hold,1-Hold,198.820,36.4,8935,11874,1934,4874,675.9,553.2
Hold,1-Hold,199.020,36.4,8935,11874,1934,4874,673.6,554.0
Hold,1-Hold,199.220,36.4,8935,11874,1934,4874,674.4,553.2
Hold,1-Hold,199.420,36.4,8935,11874,1934,4874,675.1,553.2
Hold,1-Hold,199.620,36.4,8935,11874,1934,4874,674.4,553.2
Hold,1-Hold,199.820,36.4,8935,11874,1934,4874,675.1,551.0
Hold,1-Hold,200.020,36.4,8935,11874,1934,4874,672.9,553.2
Hold,1-Hold,200.220,36.4,8935,11874,1934,4874,674.4,553.2
Hold,1-Hold,200.420,36.4,8935,11874,1934,4874,675.1,552.5
Hold,1-Hold,200.620,36.4,8935,11874,1934,4874,675.1,554.0
Hold,1-Hold,200.820,36.4,8935,11874,1934,4874,674.4,553.2
Hold,1-Hold,201.020,36.4,8935,11874,1934,4874,675.1,553.2
Hold,1-Hold,201.220,36.4,8935,11874,1934,4874,673.6,554.0
Hold,1-Hold,201.420,36.4,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,201.620,36.4,8935,11874,1934,4874,675.1,552.5
Hold,1-Hold,201.820,36.4,8935,11874,1934,4874,673.6,554.0
Hold,1-Hold,202.020,36.4,8935,11874,1934,4874,673.6,553.2
Hold,1-Hold,202.220,36.4,8935,11874,1934,4874,673.6,554.0
Hold,1-Hold,202.420,36.4,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,202.620,36.4,8935,11874,1934,4874,673.6,553.2
Hold,1-Hold,202.820,36.4,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,203.020,36.4,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,203.220,36.4,8935,11874,1934,4874,673.6,551.7
Hold,1-Hold,203.420,36.4,8935,11874,1934,4874,673.6,553.2
Hold,1-Hold,203.620,36.4,8935,11874,1934,4874,673.6,551.7
Hold,1-Hold,203.820,36.4,8935,11874,1934,4874,673.6,553.2
Hold,1-Hold,204.020,36.4,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,204.220,36.4,8935,11874,1934,4874,673.6,553.2
Hold,1-Hold,204.420,36.4,8935,11874,1934,4874,673.6,554.0
Hold,1-Hold,204.620,36.4,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,204.820,36.4,8935,11874,1934,4874,673.6,554.0
Hold,1-Hold,205.020,36.4,8935,11874,1934,4874,673.6,553.2
Hold,1-Hold,205.220,36.4,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,205.420,36.4,8935,11874,1934,4874,673.6,554.0
Hold,1-Hold,205.620,36.4,8935,11874,1934,4874,673.6,553.2
Hold,1-Hold,205.820,36.4,8935,11874,1934,4874,674.4,553.2
Hold,1-Hold,206.020,36.4,8935,11874,1934,4874,673.6,554.0
Hold,1-Hold,206.220,36.3,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,206.420,36.3,8935,11874,1934,4874,673.6,554.0
Hold,1-Hold,206.620,36.3,8935,11874,1934,4874,674.4,553.2
Hold,1-Hold,206.820,36.3,8935,11874,1934,4874,673.6,551.0
Hold,1-Hold,207.020,36.3,8935,11874,1934,4874,674.4,552.5
Hold,1-Hold,207.220,36.3,8935,11874,1934,4874,673.6,551.7
Hold,1-Hold,207.420,36.3,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,207.620,36.3,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,207.820,36.3,8935,11874,1934,4874,673.6,551.7
Hold,1-Hold,208.020,36.3,8935,11874,1934,4874,673.6,551.7
Hold,1-Hold,208.220,36.3,8935,11874,1934,4874,673.6,551.7
Hold,1-Hold,208.420,36.3,8935,11874,1934,4874,673.6,551.7
Hold,1-Hold,208.620,36.3,8935,11874,1934,4874,672.9,552.5
Hold,1-Hold,208.820,36.3,8935,11874,1934,4874,673.6,551.7
Hold,1-Hold,209.020,36.3,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,209.220,36.3,8935,11874,1934,4874,672.9,551.7
Hold,1-Hold,209.420,36.3,8935,11874,1934,4874,673.6,550.2
Hold,1-Hold,209.620,36.3,8935,11874,1934,4874,673.6,551.0
Hold,1-Hold,209.820,36.3,8935,11874,1934,4874,673.6,552.5
Hold,1-Hold,210.020,36.3,8935,11874,1934,4874,673.6,548.7
Hold,1-Hold,210.220,36.3,8935,11874,1934,4874,672.9,550.2
Hold,1-Hold,210.420,36.3,8935,11874,1934,4874,673.6,551.0
Hold,1-Hold,210.620,36.3,8935,11874,1934,4874,673.6,549.5
Hold,1-Hold,210.820,36.3,8935,11874,1934,4874,672.9,551.0
Hold,1-Hold,211.020,36.3,8935,11874,1934,4874,673.6,548.0
Hold,1-Hold,211.220,36.3,8935,11874,1934,4874,672.9,550.2
Hold,1-Hold,211.420,36.3,8935,11874,1934,4874,672.9,551.7
Hold,1-Hold,211.620,36.3,8935,11874,1934,4874,673.6,548.0
Hold,1-Hold,211.820,36.3,8935,11874,1934,4874,672.9,549.5
Hold,1-Hold,212.020,36.3,8935,11874,1934,4874,672.1,550.2
Hold,1-Hold,212.220,36.3,8935,11874,1934,4874,673.6,548.0
Hold,1-Hold,212.420,36.3,8935,11874,1934,4874,672.9,551.0
Hold,1-Hold,212.620,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,212.820,36.3,8935,11874,1934,4874,672.9,550.2
Hold,1-Hold,213.020,36.3,8935,11874,1934,4874,671.4,551.0
Hold,1-Hold,213.220,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,213.420,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,213.620,36.3,8935,11874,1934,4874,671.4,550.2
Hold,1-Hold,213.820,36.3,8935,11874,1934,4874,673.6,549.5
Hold,1-Hold,214.020,36.3,8935,11874,1934,4874,672.9,551.0
Hold,1-Hold,214.220,36.3,8935,11874,1934,4874,673.6,548.7
Hold,1-Hold,214.420,36.3,8935,11874,1934,4874,673.6,549.5
Hold,1-Hold,214.620,36.3,8935,11874,1934,4874,672.1,551.7
Hold,1-Hold,214.820,36.3,8935,11874,1934,4874,673.6,548.7
Hold,1-Hold,215.020,36.3,8935,11874,1934,4874,673.6,550.2
Hold,1-Hold,215.220,36.3,8935,11874,1934,4874,672.1,550.2
Hold,1-Hold,215.420,36.3,8935,11874,1934,4874,673.6,549.5
Hold,1-Hold,215.620,36.3,8935,11874,1934,4874,672.9,551.0
Hold,1-Hold,215.820,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,216.020,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,216.220,36.3,8935,11874,1934,4874,672.1,551.0
Hold,1-Hold,216.420,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,216.620,36.3,8935,11874,1934,4874,672.9,549.5
Hold,1-Hold,216.820,36.3,8935,11874,1934,4874,671.4,549.5
Hold,1-Hold,217.020,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,217.220,36.3,8935,11874,1934,4874,672.1,551.0
Hold,1-Hold,217.420,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,217.620,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,217.820,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,218.020,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,218.220,36.3,8935,11874,1934,4874,672.9,550.2
Hold,1-Hold,218.420,36.3,8935,11874,1934,4874,671.4,550.2
Hold,1-Hold,218.620,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,218.820,36.3,8935,11874,1934,4874,672.1,551.0
Hold,1-Hold,219.020,36.3,8935,11874,1934,4874,672.9,550.2
Hold,1-Hold,219.220,36.3,8935,11874,1934,4874,673.6,548.7
Hold,1-Hold,219.420,36.3,8935,11874,1934,4874,672.1,551.0
Hold,1-Hold,219.620,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,219.820,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,220.020,36.3,8935,11874,1934,4874,672.1,550.2
Hold,1-Hold,220.220,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,220.420,36.3,8935,11874,1934,4874,671.4,550.2
Hold,1-Hold,220.620,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,220.820,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,221.020,36.3,8935,11874,1934,4874,672.1,551.0
Hold,1-Hold,221.220,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,221.420,36.3,8935,11874,1934,4874,672.9,549.5
Hold,1-Hold,221.620,36.3,8935,11874,1934,4874,672.1,550.2
Hold,1-Hold,221.820,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,222.020,36.3,8935,11874,1934,4874,671.4,550.2
Hold,1-Hold,222.220,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,222.420,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,222.620,36.3,8935,11874,1934,4874,672.1,550.2
Hold,1-Hold,222.820,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,223.020,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,223.220,36.3,8935,11874,1934,4874,671.4,549.5
Hold,1-Hold,223.420,36.3,8935,11874,1934,4874,673.6,548.0
Hold,1-Hold,223.620,36.3,8935,11874,1934,4874,672.1,550.2
Hold,1-Hold,223.820,36.3,8935,11874,1934,4874,672.1,548.7
Hold,1-Hold,224.020,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,224.220,36.3,8935,11874,1934,4874,671.4,550.2
Hold,1-Hold,224.420,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,224.620,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,224.820,36.3,8935,11874,1934,4874,672.1,550.2
Hold,1-Hold,225.020,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,225.220,36.3,8935,11874,1934,4874,672.1,550.2
Hold,1-Hold,225.420,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,225.620,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,225.820,36.3,8935,11874,1934,4874,672.1,551.0
Hold,1-Hold,226.020,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,226.220,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,226.420,36.3,8935,11874,1934,4874,671.4,550.2
Hold,1-Hold,226.620,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,226.820,36.3,8935,11874,1934,4874,672.1,550.2
Hold,1-Hold,227.020,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,227.220,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,227.420,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,227.620,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,227.820,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,228.020,36.3,8935,11874,1934,4874,671.4,549.5
Hold,1-Hold,228.220,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,228.420,36.3,8935,11874,1934,4874,672.9,549.5
Hold,1-Hold,228.620,36.3,8935,11874,1934,4874,672.1,548.7
Hold,1-Hold,228.820,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,229.020,36.3,8935,11874,1934,4874,672.1,550.2
Hold,1-Hold,229.220,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,229.420,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,229.620,36.3,8935,11874,1934,4874,672.1,548.7
Hold,1-Hold,229.820,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,230.020,36.3,8935,11874,1934,4874,672.9,549.5
Hold,1-Hold,230.220,36.3,8935,11874,1934,4874,671.4,548.7
Hold,1-Hold,230.420,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,230.620,36.3,8935,11874,1934,4874,671.4,550.2
Hold,1-Hold,230.820,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,231.020,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,231.220,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,231.420,36.3,8935,11874,1934,4874,670.6,548.7
Hold,1-Hold,231.620,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,231.820,36.3,8935,11874,1934,4874,672.1,548.7
Hold,1-Hold,232.020,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,232.220,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,232.420,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,232.620,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,232.820,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,233.020,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,233.220,36.3,8935,11874,1934,4874,672.9,549.5
Hold,1-Hold,233.420,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,233.620,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,233.820,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,234.020,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,234.220,36.3,8935,11874,1934,4874,672.9,548.7
Hold,1-Hold,234.420,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,234.620,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,234.820,36.3,8935,11874,1934,4874,672.1,549.5
Hold,1-Hold,235.020,36.3,8935,11874,1934,4874,671.4,548.7
Hold,1-Hold,235.220,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,235.420,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,235.620,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,235.820,36.3,8935,11874,1934,4874,672.1,548.7
Hold,1-Hold,236.020,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,236.220,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,236.420,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,236.620,36.3,8935,11874,1934,4874,671.4,548.7
Hold,1-Hold,236.820,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,237.020,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,237.220,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,237.420,36.3,8935,11874,1934,4874,673.6,548.0
Hold,1-Hold,237.620,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,237.820,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,238.020,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,238.220,36.3,8935,11874,1934,4874,672.1,548.7
Hold,1-Hold,238.420,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,238.620,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,238.820,36.3,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,239.020,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,239.220,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,239.420,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,239.620,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,239.820,36.3,8935,11874,1934,4874,670.6,548.7
Hold,1-Hold,240.020,36.3,8935,11874,1934,4874,672.9,548.0
Hold,1-Hold,240.220,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,240.420,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,240.620,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,240.820,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,241.020,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,241.220,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,241.420,36.3,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,241.620,36.3,8935,11874,1934,4874,673.6,548.0
Hold,1-Hold,241.820,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,242.020,36.3,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,242.220,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,242.420,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,242.620,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,242.820,36.3,8935,11874,1934,4874,672.1,548.7
Hold,1-Hold,243.020,36.3,8935,11874,1934,4874,671.4,548.7
Hold,1-Hold,243.220,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,243.420,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,243.620,36.3,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,243.820,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,244.020,36.3,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,244.220,36.3,8935,11874,1934,4874,671.4,548.7
Hold,1-Hold,244.420,36.3,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,244.620,36.3,8935,11874,1934,4874,669.1,548.7
Hold,1-Hold,244.820,36.3,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,245.020,36.3,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,245.220,36.3,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,245.420,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,245.620,36.3,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,245.820,36.3,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,246.020,36.3,8935,11874,1934,4874,672.1,548.0
Hold,1-Hold,246.220,36.1,8935,11874,1934,4874,669.1,548.7
Hold,1-Hold,246.420,36.1,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,246.620,36.1,8935,11874,1934,4874,669.9,548.7
Hold,1-Hold,246.820,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,247.020,36.1,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,247.220,36.1,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,247.420,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,247.620,36.1,8935,11874,1934,4874,669.9,549.5
Hold,1-Hold,247.820,36.1,8935,11874,1934,4874,669.9,547.2
Hold,1-Hold,248.020,36.1,8935,11874,1934,4874,670.6,547.2
Hold,1-Hold,248.220,36.1,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,248.420,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,248.620,36.1,8935,11874,1934,4874,671.4,548.0
Hold,1-Hold,248.820,36.1,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,249.020,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,249.220,36.1,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,249.420,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,249.620,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,249.820,36.1,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,250.020,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,250.220,36.1,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,250.420,36.1,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,250.620,36.1,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,250.820,36.1,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,251.020,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,251.220,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,251.420,36.1,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,251.620,36.1,8935,11874,1934,4874,667.6,548.0
Hold,1-Hold,251.820,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,252.020,36.1,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,252.220,36.1,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,252.420,36.1,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,252.620,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,252.820,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,253.020,36.1,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,253.220,36.1,8935,11874,1934,4874,667.6,548.0
Hold,1-Hold,253.420,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,253.620,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,253.820,36.1,8935,11874,1934,4874,667.6,548.0
Hold,1-Hold,254.020,36.1,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,254.220,36.1,8935,11874,1934,4874,668.4,547.2
Hold,1-Hold,254.420,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,254.620,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,254.820,36.1,8935,11874,1934,4874,667.6,548.0
Hold,1-Hold,255.020,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,255.220,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,255.420,36.1,8935,11874,1934,4874,667.6,548.0
Hold,1-Hold,255.620,36.1,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,255.820,36.1,8935,11874,1934,4874,667.6,547.2
Hold,1-Hold,256.020,36.1,8935,11874,1934,4874,667.6,548.0
Hold,1-Hold,256.220,36.1,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,256.420,36.1,8935,11874,1934,4874,669.9,545.7
Hold,1-Hold,256.620,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,256.820,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,257.020,36.1,8935,11874,1934,4874,667.6,548.0
Hold,1-Hold,257.220,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,257.420,36.1,8935,11874,1934,4874,669.1,547.2
Hold,1-Hold,257.620,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,257.820,36.1,8935,11874,1934,4874,670.6,548.0
Hold,1-Hold,258.020,36.1,8935,11874,1934,4874,667.6,547.2
Hold,1-Hold,258.220,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,258.420,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,258.620,36.1,8935,11874,1934,4874,667.6,548.0
Hold,1-Hold,258.820,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,259.020,36.1,8935,11874,1934,4874,668.4,547.2
Hold,1-Hold,259.220,36.1,8935,11874,1934,4874,667.6,548.0
Hold,1-Hold,259.420,36.1,8935,11874,1934,4874,669.9,548.0
Hold,1-Hold,259.620,36.1,8935,11874,1934,4874,667.6,547.2
Hold,1-Hold,259.820,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,260.020,36.1,8935,11874,1934,4874,668.4,547.2
Hold,1-Hold,260.220,36.1,8935,11874,1934,4874,667.6,548.0
Hold,1-Hold,260.420,36.1,8935,11874,1934,4874,669.1,548.0
Hold,1-Hold,260.620,36.1,8935,11874,1934,4874,668.4,548.0
Hold,1-Hold,260.820,36.1,8935,11874,1934,4874,667.6,548.0
